REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,UOM,VALUE
2017,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,5247500
2017,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,496000
2017,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,595300
2017,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,1829400
2017,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,1999200
2017,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2659100
2017,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2849400
2017,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,2195200
2017,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,2387100
2017,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,2000600
2017,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,2185500
2017,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,-1
2017,Canada,50 to 64 years,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,757700
2017,Canada,50 to 64 years,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,894700
2017,Canada,50 to 64 years,Both sexes,Diabetes,Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,534200
2017,Canada,50 to 64 years,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,636200
2017,Canada,50 to 64 years,Both sexes,Asthma,Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,285700
2017,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,350600
2017,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,1
2017,Canada,50 to 64 years,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,1933500
2017,Canada,50 to 64 years,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,2128800
2017,Canada,50 to 64 years,Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,703000
2017,Canada,50 to 64 years,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,814000
2017,Canada,50 to 64 years,Both sexes,Mood disorder,Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,1393300
2017,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,1555800
2017,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,1124900
2017,Canada,50 to 64 years,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,1269700
2017,Canada,50 to 64 years,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,1337300
2017,Canada,50 to 64 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,1487700
2017,Canada,50 to 64 years,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,4065600
2017,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,4264100
2017,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,-1
2017,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2017,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2017,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2017,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2017,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2017,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2017,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,1914400
2017,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,2095100
2017,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4842400
2017,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,5039200
2017,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,6597400
2017,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,6733000
2017,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,0
2017,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6706200
2017,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6830500
2017,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,1
2017,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2017,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2017,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2017,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,2407200
2017,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,2598000
2017,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,2682300
2017,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,2827100
2017,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,1127600
2017,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,1237400
2017,Canada,65 years and over,Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,3798700
2017,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,3930200
2017,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,257400
2017,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,318900
2017,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,617200
2017,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,710400
2017,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2047900
2017,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2187400
2017,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,1419000
2017,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,1535400
2017,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,2682200
2017,Canada,65 years and over,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,2821100
2017,Canada,65 years and over,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,998700
2017,Canada,65 years and over,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,1107400
2017,Canada,65 years and over,Both sexes,Diabetes,Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,405600
2017,Canada,65 years and over,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,480900
2017,Canada,65 years and over,Both sexes,Asthma,Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,452700
2017,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,523100
2017,Canada,65 years and over,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,2494000
2017,Canada,65 years and over,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,2636800
2017,Canada,65 years and over,Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,394600
2017,Canada,65 years and over,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,464800
2017,Canada,65 years and over,Both sexes,Mood disorder,Statistically different from previous reference period,Number,1
2017,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,533800
2017,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,618200
2017,Canada,65 years and over,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,436100
2017,Canada,65 years and over,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,518700
2017,Canada,65 years and over,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,420000
2017,Canada,65 years and over,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,491100
2017,Canada,65 years and over,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,2257900
2017,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,2403100
2017,Canada,65 years and over,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2017,Canada,65 years and over,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2017,Canada,65 years and over,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2017,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2017,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2017,Canada,65 years and over,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2017,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,1514600
2017,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,1635300
2017,Canada,65 years and over,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,3980100
2017,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4109700
2017,Canada,65 years and over,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,1
2017,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,4772500
2017,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,4900800
2017,Canada,65 years and over,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,5497200
2017,Canada,65 years and over,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,5568500
2017,Canada,65 years and over,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,0
2017,Canada,65 years and over,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2017,Canada,65 years and over,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2017,Canada,65 years and over,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2017,Canada,65 years and over,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,3230100
2017,Canada,65 years and over,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,3371100
2017,Canada,65 years and over,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,18780100
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,19227700
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,3331500
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,3596200
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,20630200
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,21056900
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,-1
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,2213300
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,2474500
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,1
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,6415900
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,6769900
2018,Canada,"Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,9650900
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,10068500
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,7116700
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,7477300
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Low 95% confidence interval, number of persons",Number,392900
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","High 95% confidence interval, number of persons",Number,469600
2018,Canada,"Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Statistically different from previous reference period,Number,-1
2018,Canada,"Total, 12 years and over",Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,5593000
2018,Canada,"Total, 12 years and over",Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,5891300
2018,Canada,"Total, 12 years and over",Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,2145800
2018,Canada,"Total, 12 years and over",Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,2340600
2018,Canada,"Total, 12 years and over",Both sexes,Diabetes,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,2476100
2018,Canada,"Total, 12 years and over",Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,2719700
2018,Canada,"Total, 12 years and over",Both sexes,Asthma,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,798900
2018,Canada,"Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,906000
2018,Canada,"Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,5226900
2018,Canada,"Total, 12 years and over",Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,5509100
2018,Canada,"Total, 12 years and over",Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,2691400
2018,Canada,"Total, 12 years and over",Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,2940600
2018,Canada,"Total, 12 years and over",Both sexes,Mood disorder,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,4779500
2018,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,5108100
2018,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,3275300
2018,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,3541800
2018,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,-1
2018,Canada,"Total, 12 years and over",Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,5779700
2018,Canada,"Total, 12 years and over",Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,6132700
2018,Canada,"Total, 12 years and over",Both sexes,Heavy drinking,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,15362300
2018,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,15793700
2018,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,-1
2018,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Low 95% confidence interval, number of persons",Number,963600
2018,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","High 95% confidence interval, number of persons",Number,1066500
2018,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Statistically different from previous reference period,Number,-1
2018,Canada,"Total, 12 years and over",Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,1352700
2018,Canada,"Total, 12 years and over",Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,1521000
2018,Canada,"Total, 12 years and over",Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,474900
2018,Canada,"Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,591000
2018,Canada,"Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,1
2018,Canada,"Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2018,Canada,"Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2018,Canada,"Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2018,Canada,"Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,20309000
2018,Canada,"Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,20753200
2018,Canada,"Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,-1
2018,Canada,"Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,28107600
2018,Canada,"Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,28364200
2018,Canada,"Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,1
2018,Canada,"Total, 12 years and over",Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,26445200
2018,Canada,"Total, 12 years and over",Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,26782600
2018,Canada,"Total, 12 years and over",Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,0
2018,Canada,"Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2018,Canada,"Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2018,Canada,"Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2018,Canada,"Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,9247300
2018,Canada,"Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,9630200
2018,Canada,"Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,-1
2018,Canada,12 to 17 years,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,1599800
2018,Canada,12 to 17 years,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,1691500
2018,Canada,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,57400
2018,Canada,12 to 17 years,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,98600
2018,Canada,12 to 17 years,Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,1547200
2018,Canada,12 to 17 years,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,1640500
2018,Canada,12 to 17 years,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,117100
2018,Canada,12 to 17 years,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,172800
2018,Canada,12 to 17 years,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,276300
